Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Future Career,Python,SQL,Java
924,Student_924,Female,24,3.1,Computer Science,IoT (Internet of Things),Environmental Sensor,Embedded Systems Engineer,Strong,Weak,Average
925,Student_925,Female,19,2.9,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Weak,Strong
926,Student_926,Male,22,4.0,Computer Science,Software Engineering,Testing Framework,Software Engineer,Weak,Average,Average
927,Student_927,Female,20,2.9,Computer Science,Cloud Computing,GCP Architecture,Cloud Architect,Strong,Average,Strong
928,Student_928,Female,25,2.8,Computer Science,Software Engineering,Agile Project,Software Engineer,Weak,Strong,Average
929,Student_929,Female,24,2.8,Computer Science,Mobile App Development,Android App,Mobile App Developer,Strong,Average,Strong
930,Student_930,Female,21,3.6,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Average,Weak,Strong
931,Student_931,Male,22,3.4,Computer Science,Bioinformatics,Drug Discovery,Healthcare IT Specialist,Average,Average,Weak
932,Student_932,Male,20,3.3,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Average,Strong
933,Student_933,Male,24,3.8,Computer Science,Blockchain Technology,NFT Marketplace,Blockchain Developer,Average,Weak,Strong
934,Student_934,Female,25,3.6,Computer Science,Software Development,REST API Development,Machine Learning Engineer,Strong,Average,Average
935,Student_935,Male,21,3.7,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Strong,Average,Strong
936,Student_936,Female,19,3.9,Computer Science,Blockchain Technology,Crypto Wallet,Blockchain Developer,Weak,Strong,Strong
937,Student_937,Female,25,3.1,Computer Science,Human-Computer Interaction,Usability Testing,UX Engineer,Average,Average,Weak
938,Student_938,Female,21,3.8,Computer Science,Computer Vision,Medical Image Analysis,AI Researcher,Weak,Strong,Weak
939,Student_939,Male,23,2.9,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Weak,Average,Weak
940,Student_940,Female,23,3.6,Computer Science,Natural Language Processing,Named Entity Recognition,Machine Learning Engineer,Strong,Average,Average
941,Student_941,Male,22,3.9,Computer Science,Software Development,Microservices,Software Engineer,Average,Strong,Strong
942,Student_942,Female,26,3.4,Computer Science,Web Development,CMS Development,Frontend Developer,Strong,Strong,Weak
943,Student_943,Female,22,3.2,Computer Science,Software Development,Enterprise App,Machine Learning Engineer,Strong,Weak,Average
944,Student_944,Female,23,3.1,Computer Science,Computer Vision,Object Tracking,AI Researcher,Weak,Weak,Weak
945,Student_945,Female,26,3.6,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Average,Strong,Average
946,Student_946,Male,19,3.7,Computer Science,Cloud Computing,Azure Migration,Cloud Engineer,Weak,Average,Average
947,Student_947,Female,20,3.2,Computer Science,Data Science,Statistical Analysis,Data Analyst,Average,Strong,Average
948,Student_948,Female,23,3.9,Computer Science,IoT (Internet of Things),Environmental Sensor,IoT Developer,Average,Average,Weak
949,Student_949,Female,19,3.9,Computer Science,Software Development,Enterprise App,Software Engineer,Average,Weak,Weak
950,Student_950,Female,20,3.3,Computer Science,Mobile App Development,Android App,Mobile App Developer,Average,Average,Strong
951,Student_951,Female,26,3.3,Computer Science,Machine Learning,Sentiment Analysis,Machine Learning Engineer,Strong,Weak,Average
952,Student_952,Male,19,3.6,Computer Science,Artificial Intelligence,Chatbot Development,Data Scientist,Strong,Strong,Weak
953,Student_953,Male,21,3.5,Computer Science,Game Development,3D RPG Game,Graphics Programmer,Strong,Average,Average
954,Student_954,Male,24,3.8,Computer Science,Bioinformatics,Genomic Database,Healthcare IT Specialist,Average,Average,Average
955,Student_955,Male,19,3.0,Computer Science,Computer Graphics,Game Engine,Graphics Programmer,Weak,Average,Average
956,Student_956,Female,22,3.1,Computer Science,Artificial Intelligence,AI Recommendation System,Data Scientist,Strong,Strong,Strong
957,Student_957,Male,24,3.3,Computer Science,Mobile App Development,iOS App,Mobile App Developer,Weak,Average,Strong
958,Student_958,Female,26,3.4,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Weak,Strong
959,Student_959,Female,23,3.9,Computer Science,Web Development,Portfolio Website,Frontend Developer,Strong,Weak,Weak
960,Student_960,Female,22,3.5,Computer Science,Data Mining,Anomaly Detection,Data Analyst,Weak,Average,Weak
961,Student_961,Female,22,3.1,Computer Science,Computer Vision,Object Tracking,AI Researcher,Average,Weak,Weak
962,Student_962,Female,25,2.9,Computer Science,Network Security,Packet Analysis,Penetration Tester,Strong,Strong,Average
963,Student_963,Female,23,3.5,Computer Science,Database Management,NoSQL Migration,Data Analyst,Strong,Average,Strong
964,Student_964,Female,24,3.5,Computer Science,Game Development,Multiplayer Game,Game Developer,Weak,Strong,Weak
965,Student_965,Male,24,3.4,Computer Science,Natural Language Processing,Text Classification,AI Researcher,Weak,Average,Strong
966,Student_966,Female,23,3.2,Computer Science,Data Science,Statistical Analysis,Data Analyst,Average,Average,Strong
967,Student_967,Male,26,3.7,Computer Science,Human-Computer Interaction,Eye Tracking Study,Frontend Developer,Average,Weak,Average
968,Student_968,Male,26,3.0,Computer Science,Data Science,Statistical Analysis,Data Analyst,Weak,Weak,Weak
969,Student_969,Female,26,3.2,Computer Science,Computer Vision,Face Recognition,AI Researcher,Average,Weak,Average
970,Student_970,Female,21,3.2,Computer Science,Data Mining,Web Scraping,Data Scientist,Strong,Weak,Weak
971,Student_971,Male,21,3.5,Computer Science,Machine Learning,Recommendation Engine,Machine Learning Engineer,Average,Strong,Strong
972,Student_972,Female,20,2.9,Computer Science,Computer Vision,Face Recognition,AI Researcher,Weak,Average,Strong
973,Student_973,Female,26,3.0,Computer Science,Game Development,Multiplayer Game,Graphics Programmer,Strong,Weak,Average
974,Student_974,Female,24,4.0,Computer Science,Mobile App Development,AR Mobile App,iOS Developer,Strong,Weak,Average
975,Student_975,Male,25,3.1,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Weak,Weak,Strong
976,Student_976,Male,19,4.0,Computer Science,Software Development,Microservices,Software Engineer,Average,Weak,Weak
977,Student_977,Male,20,3.6,Computer Science,Database Management,Data Warehouse,Data Analyst,Average,Average,Average
978,Student_978,Female,20,3.9,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Average,Strong,Average
979,Student_979,Female,20,3.9,Computer Science,Network Security,Packet Analysis,Security Analyst,Weak,Average,Average
980,Student_980,Female,26,3.6,Computer Science,Computer Vision,Medical Image Analysis,Machine Learning Engineer,Strong,Weak,Average
981,Student_981,Female,25,3.6,Computer Science,Cloud Computing,GCP Architecture,Cloud Architect,Average,Strong,Strong
982,Student_982,Male,25,3.6,Computer Science,Software Development,Microservices,Software Engineer,Average,Weak,Weak
983,Student_983,Female,25,3.9,Computer Science,Computer Graphics,Shader Development,Game Developer,Weak,Strong,Weak
984,Student_984,Male,19,3.8,Computer Science,Web Development,Online Marketplace,Full Stack Developer,Strong,Strong,Strong
985,Student_985,Female,24,2.9,Computer Science,Web Development,Online Marketplace,Frontend Developer,Weak,Weak,Average
986,Student_986,Male,22,3.8,Computer Science,Blockchain Technology,Crypto Wallet,Blockchain Developer,Strong,Average,Strong
987,Student_987,Male,19,3.8,Computer Science,Machine Learning,Image Classification,Data Scientist,Strong,Strong,Average
988,Student_988,Female,23,3.4,Computer Science,Game Development,2D Platformer,Game Developer,Weak,Weak,Strong
989,Student_989,Female,20,4.0,Computer Science,Bioinformatics,Clinical Data Analysis,Healthcare IT Specialist,Average,Strong,Strong
990,Student_990,Male,19,3.8,Computer Science,Cybersecurity,Firewall Configuration,Information Security Analyst,Weak,Weak,Weak
991,Student_991,Male,20,3.1,Computer Science,Database Management,NoSQL Migration,Data Scientist,Strong,Weak,Strong
992,Student_992,Male,26,2.8,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Weak,Average,Average
993,Student_993,Female,19,3.1,Computer Science,Data Mining,Anomaly Detection,Data Analyst,Weak,Average,Strong
994,Student_994,Female,23,3.3,Computer Science,Software Engineering,DevOps Pipeline,Software Engineer,Weak,Strong,Strong
995,Student_995,Female,22,3.5,Computer Science,Data Science,Market Analysis,Data Analyst,Average,Average,Strong
996,Student_996,Female,24,3.2,Computer Science,Data Science,Customer Segmentation,Machine Learning Engineer,Weak,Average,Strong
997,Student_997,Female,21,3.9,Computer Science,Natural Language Processing,Text Classification,NLP Engineer,Strong,Weak,Strong
998,Student_998,Male,22,3.7,Computer Science,Computer Graphics,Animation System,Game Developer,Average,Strong,Strong
999,Student_999,Female,20,3.0,Computer Science,Computer Graphics,3D Rendering,Computer Vision Engineer,Strong,Average,Weak
1000,Student_1000,Female,23,3.5,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Average,Weak,Weak
1001,Student_1001,Male,22,3.8,Computer Science,Network Security,Intrusion Detection,Security Analyst,Weak,Strong,Weak
1002,Student_1002,Male,23,4.0,Computer Science,Web Development,CMS Development,Frontend Developer,Weak,Average,Average
1003,Student_1003,Female,26,3.6,Computer Science,Cybersecurity,IDS System,Security Analyst,Strong,Strong,Weak
1004,Student_1004,Female,24,3.8,Computer Science,Web Development,Full-Stack Web App,Full Stack Developer,Strong,Strong,Weak
1005,Student_1005,Male,21,3.7,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Weak,Average,Average
1006,Student_1006,Male,26,3.8,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Average,Average,Strong
1007,Student_1007,Male,25,2.9,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Strong,Strong,Weak
1008,Student_1008,Female,25,3.0,Computer Science,Data Science,Market Analysis,Data Analyst,Weak,Strong,Strong
1009,Student_1009,Female,21,3.2,Computer Science,Game Development,Physics Engine,Game Developer,Average,Strong,Strong
1010,Student_1010,Female,24,3.5,Computer Science,Game Development,Game AI,Game Developer,Strong,Weak,Strong
1011,Student_1011,Male,23,3.4,Computer Science,Game Development,3D RPG Game,Game Developer,Average,Weak,Weak
1012,Student_1012,Male,19,3.4,Computer Science,Database Management,SQL Optimization,Data Engineer,Strong,Strong,Average
1013,Student_1013,Female,20,3.8,Computer Science,Artificial Intelligence,AI Recommendation System,Data Scientist,Strong,Average,Weak
1014,Student_1014,Male,24,3.2,Computer Science,Data Science,Predictive Modeling,Data Analyst,Average,Strong,Strong
1015,Student_1015,Male,20,3.6,Computer Science,Computer Graphics,VR Environment,Game Developer,Strong,Strong,Strong
1016,Student_1016,Female,25,3.3,Computer Science,Software Engineering,Design Patterns,Software Engineer,Strong,Weak,Average
1017,Student_1017,Female,25,3.4,Computer Science,Software Development,E-commerce Website,Software Engineer,Weak,Average,Weak
1018,Student_1018,Female,26,3.5,Computer Science,Blockchain Technology,Supply Chain Blockchain,Smart Contract Developer,Strong,Average,Average
1019,Student_1019,Male,22,3.4,Computer Science,Computer Vision,Object Tracking,AI Researcher,Weak,Strong,Weak
1020,Student_1020,Male,25,3.9,Computer Science,Natural Language Processing,Named Entity Recognition,AI Researcher,Weak,Strong,Weak
1021,Student_1021,Female,23,2.8,Computer Science,Web Development,Full-Stack Web App,Frontend Developer,Average,Strong,Average
1022,Student_1022,Female,19,3.7,Computer Science,Network Security,VPN Setup,Security Analyst,Average,Average,Weak
1023,Student_1023,Female,20,3.4,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Weak,Strong
1024,Student_1024,Female,26,3.5,Computer Science,Data Science,Market Analysis,Data Analyst,Average,Strong,Average
1025,Student_1025,Female,21,3.4,Computer Science,Bioinformatics,Protein Structure,Healthcare IT Specialist,Weak,Strong,Strong
1026,Student_1026,Female,24,3.3,Computer Science,Software Engineering,DevOps Pipeline,Full Stack Developer,Strong,Strong,Strong
1027,Student_1027,Male,19,3.1,Computer Science,IoT (Internet of Things),Smart Home System,IoT Developer,Strong,Average,Strong
1028,Student_1028,Male,22,3.6,Computer Science,Blockchain Technology,NFT Marketplace,Smart Contract Developer,Strong,Strong,Weak
1029,Student_1029,Male,23,3.9,Computer Science,Data Mining,Data Clustering,Data Analyst,Weak,Weak,Strong
1030,Student_1030,Female,25,2.9,Computer Science,Database Management,Data Warehouse,Data Engineer,Strong,Strong,Average
1031,Student_1031,Female,25,3.3,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Average,Weak,Average
1032,Student_1032,Female,20,3.0,Computer Science,Mobile App Development,Android App,Mobile App Developer,Weak,Weak,Strong
1033,Student_1033,Male,19,2.9,Computer Science,Cybersecurity,Vulnerability Assessment,Security Analyst,Average,Strong,Weak
1034,Student_1034,Female,25,3.0,Computer Science,Data Science,Predictive Modeling,Data Analyst,Average,Weak,Average
1035,Student_1035,Female,20,3.5,Computer Science,Web Development,Full-Stack Web App,Software Engineer,Weak,Weak,Strong
1036,Student_1036,Female,22,3.3,Computer Science,Mobile App Development,Android App,Mobile App Developer,Average,Average,Strong
1037,Student_1037,Male,23,2.9,Computer Science,Artificial Intelligence,Neural Network,Data Scientist,Strong,Strong,Strong
1038,Student_1038,Male,24,3.4,Computer Science,Blockchain Technology,Crypto Wallet,Blockchain Developer,Average,Weak,Strong
1039,Student_1039,Male,19,4.0,Computer Science,IoT (Internet of Things),Environmental Sensor,IoT Developer,Weak,Strong,Average
1040,Student_1040,Female,23,2.8,Computer Science,Natural Language Processing,Sentiment Analysis NLP,AI Researcher,Average,Strong,Weak
1041,Student_1041,Female,19,3.8,Computer Science,Bioinformatics,Drug Discovery,Bioinformatics Engineer,Strong,Average,Average
1042,Student_1042,Male,23,2.9,Computer Science,Machine Learning,Recommendation Engine,Machine Learning Engineer,Strong,Weak,Average
1043,Student_1043,Female,26,3.9,Computer Science,Computer Vision,Object Tracking,Computer Vision Engineer,Strong,Strong,Average
1044,Student_1044,Female,19,3.1,Computer Science,Mobile App Development,iOS App,iOS Developer,Strong,Average,Average
1045,Student_1045,Female,26,3.9,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Strong,Average,Weak
1046,Student_1046,Female,19,2.9,Computer Science,Game Development,Physics Engine,Game Developer,Weak,Strong,Strong
1047,Student_1047,Female,22,3.2,Computer Science,Cloud Computing,AWS Deployment,Cloud Architect,Average,Strong,Strong
1048,Student_1048,Male,19,3.4,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Average,Weak,Average
1049,Student_1049,Male,21,3.4,Computer Science,Database Management,NoSQL Migration,Data Analyst,Weak,Average,Strong
1050,Student_1050,Male,23,3.0,Computer Science,Software Development,ERP System,Database Administrator,Weak,Strong,Weak
1051,Student_1051,Female,19,3.5,Computer Science,Database Management,SQL Optimization,Data Engineer,Strong,Strong,Strong
1052,Student_1052,Female,26,3.1,Computer Science,Computer Vision,Face Recognition,AI Researcher,Average,Average,Average
1053,Student_1053,Female,24,2.9,Computer Science,Network Security,Packet Analysis,Security Analyst,Weak,Strong,Weak
1054,Student_1054,Male,25,3.9,Computer Science,Artificial Intelligence,Reinforcement Learning Agent,Data Analyst,Weak,Average,Weak
1055,Student_1055,Male,19,3.2,Computer Science,Software Development,Enterprise App,Software Engineer,Weak,Weak,Average
1056,Student_1056,Male,20,3.9,Computer Science,Data Mining,Anomaly Detection,Data Analyst,Weak,Strong,Strong
1057,Student_1057,Male,26,3.4,Computer Science,Data Mining,Pattern Recognition,Data Analyst,Average,Weak,Average
1058,Student_1058,Female,24,4.0,Computer Science,Web Development,Online Marketplace,Frontend Developer,Strong,Weak,Weak
1059,Student_1059,Male,20,3.2,Computer Science,Software Development,Enterprise App,Software Engineer,Weak,Average,Weak
1060,Student_1060,Female,22,3.3,Computer Science,Data Science,Customer Segmentation,Data Analyst,Weak,Average,Average
1061,Student_1061,Male,24,3.4,Computer Science,Bioinformatics,Clinical Data Analysis,Healthcare IT Specialist,Weak,Average,Average
1062,Student_1062,Male,22,3.0,Computer Science,Artificial Intelligence,Reinforcement Learning Agent,Data Scientist,Strong,Average,Strong
1063,Student_1063,Female,21,3.2,Computer Science,Blockchain Technology,DeFi Application,Smart Contract Developer,Strong,Strong,Average
1064,Student_1064,Female,23,3.2,Computer Science,Cloud Computing,GCP Architecture,DevOps Engineer,Weak,Weak,Weak
1065,Student_1065,Female,19,3.2,Computer Science,Blockchain Technology,Supply Chain Blockchain,Blockchain Developer,Weak,Weak,Average
1066,Student_1066,Male,25,2.9,Computer Science,Human-Computer Interaction,Interactive Dashboard,UX Engineer,Strong,Strong,Weak
1067,Student_1067,Female,26,3.7,Computer Science,Network Security,Intrusion Detection,Security Analyst,Weak,Strong,Weak
1068,Student_1068,Male,20,3.5,Computer Science,Bioinformatics,Drug Discovery,Bioinformatics Engineer,Strong,Strong,Average
1069,Student_1069,Female,22,3.6,Computer Science,Natural Language Processing,Chatbot NLP,AI Researcher,Average,Weak,Weak
1070,Student_1070,Male,24,3.3,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Architect,Strong,Average,Strong
1071,Student_1071,Male,24,2.9,Computer Science,Artificial Intelligence,Chatbot Development,Machine Learning Engineer,Average,Weak,Strong
1072,Student_1072,Male,24,3.0,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Weak,Weak,Average
1073,Student_1073,Male,19,3.0,Computer Science,IoT (Internet of Things),Environmental Sensor,IoT Developer,Weak,Weak,Weak
1074,Student_1074,Male,24,3.9,Computer Science,Cybersecurity,Security Audit,Penetration Tester,Strong,Weak,Average
1075,Student_1075,Male,23,3.9,Computer Science,Network Security,Intrusion Detection,Information Security Analyst,Strong,Strong,Average
1076,Student_1076,Female,22,3.8,Computer Science,Cybersecurity,Vulnerability Assessment,Information Security Analyst,Weak,Weak,Strong
1077,Student_1077,Female,26,3.0,Computer Science,Software Development,Microservices,Machine Learning Engineer,Strong,Strong,Weak
1078,Student_1078,Female,26,3.2,Computer Science,Human-Computer Interaction,Accessibility Tool,UX Designer,Weak,Average,Strong
1079,Student_1079,Male,26,3.6,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Average,Strong,Strong
1080,Student_1080,Female,23,3.9,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Weak,Average,Average
1081,Student_1081,Male,26,3.3,Computer Science,IoT (Internet of Things),Smart Home System,IoT Developer,Weak,Weak,Average
1082,Student_1082,Female,24,3.4,Computer Science,Human-Computer Interaction,Interactive Dashboard,Frontend Developer,Average,Average,Average
1083,Student_1083,Female,20,3.1,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Weak,Weak,Average
1084,Student_1084,Male,20,2.9,Computer Science,Computer Graphics,Shader Development,Game Developer,Strong,Strong,Strong
1085,Student_1085,Female,23,3.0,Computer Science,Web Development,Full-Stack Web App,Full Stack Developer,Average,Weak,Strong
1086,Student_1086,Female,19,4.0,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Strong,Strong
1087,Student_1087,Male,26,3.8,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Average,Average,Average
1088,Student_1088,Male,26,3.7,Computer Science,Human-Computer Interaction,Usability Testing,UX Engineer,Average,Weak,Weak
1089,Student_1089,Female,22,3.3,Computer Science,Natural Language Processing,Machine Translation,AI Researcher,Weak,Average,Weak
1090,Student_1090,Female,19,3.0,Computer Science,Natural Language Processing,Named Entity Recognition,Machine Learning Engineer,Strong,Weak,Average
1091,Student_1091,Female,24,3.3,Computer Science,Data Mining,Association Rule Mining,Data Analyst,Average,Weak,Average
1092,Student_1092,Female,25,3.0,Computer Science,Blockchain Technology,Smart Contract,Smart Contract Developer,Strong,Weak,Weak
1093,Student_1093,Female,26,3.3,Computer Science,Game Development,3D RPG Game,Game Developer,Average,Weak,Strong
1094,Student_1094,Male,24,3.5,Computer Science,Computer Graphics,3D Rendering,Computer Vision Engineer,Weak,Weak,Strong
1095,Student_1095,Male,25,3.3,Computer Science,Human-Computer Interaction,UI Prototype,UX Designer,Weak,Average,Average
1096,Student_1096,Female,21,3.8,Computer Science,Data Mining,Web Scraping,Data Analyst,Average,Weak,Weak
1097,Student_1097,Female,22,3.4,Computer Science,Bioinformatics,Clinical Data Analysis,Healthcare IT Specialist,Average,Strong,Weak
1098,Student_1098,Female,26,3.5,Computer Science,Artificial Intelligence,Deep Learning Model,Machine Learning Engineer,Average,Weak,Average
1099,Student_1099,Female,24,2.9,Computer Science,Natural Language Processing,Named Entity Recognition,Machine Learning Engineer,Strong,Weak,Strong
1100,Student_1100,Female,26,3.1,Computer Science,Computer Graphics,Animation System,Computer Vision Engineer,Strong,Weak,Average
1101,Student_1101,Male,21,3.3,Computer Science,Game Development,3D RPG Game,Graphics Programmer,Strong,Strong,Weak
1102,Student_1102,Male,26,3.6,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Average,Strong,Weak
1103,Student_1103,Female,25,3.7,Computer Science,Computer Vision,Gesture Detection,AI Researcher,Weak,Average,Weak
1104,Student_1104,Female,26,2.9,Computer Science,Natural Language Processing,Text Classification,Machine Learning Engineer,Average,Weak,Strong
1105,Student_1105,Female,21,3.6,Computer Science,Data Mining,Anomaly Detection,Data Analyst,Weak,Weak,Strong
1106,Student_1106,Male,25,3.5,Computer Science,Data Mining,Association Rule Mining,Data Analyst,Weak,Weak,Weak
1107,Student_1107,Male,22,3.1,Computer Science,Machine Learning,Image Classification,Machine Learning Engineer,Strong,Weak,Strong
1108,Student_1108,Male,25,2.9,Computer Science,Data Science,Customer Segmentation,Data Analyst,Weak,Average,Strong
1109,Student_1109,Male,22,2.9,Computer Science,Computer Graphics,Animation System,Game Developer,Weak,Strong,Weak
1110,Student_1110,Female,22,3.3,Computer Science,Network Security,Intrusion Detection,Information Security Analyst,Weak,Weak,Weak
1111,Student_1111,Female,24,3.7,Computer Science,Software Development,Enterprise App,Database Administrator,Weak,Strong,Weak
1112,Student_1112,Male,20,2.8,Computer Science,Machine Learning,Image Classification,Machine Learning Engineer,Average,Strong,Average
1113,Student_1113,Female,20,3.9,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Average,Weak,Weak
1114,Student_1114,Female,21,3.5,Computer Science,IoT (Internet of Things),Smart Agriculture,IoT Developer,Weak,Average,Weak
1115,Student_1115,Male,24,4.0,Computer Science,Software Engineering,Agile Project,DevOps Engineer,Strong,Strong,Average
1116,Student_1116,Male,22,3.4,Computer Science,Artificial Intelligence,AI Recommendation System,Data Scientist,Strong,Average,Average
1117,Student_1117,Male,19,3.7,Computer Science,Artificial Intelligence,AI Recommendation System,Data Analyst,Weak,Average,Weak
1118,Student_1118,Male,22,3.0,Computer Science,Cybersecurity,Vulnerability Assessment,Security Analyst,Average,Average,Weak
1119,Student_1119,Male,25,3.1,Computer Science,Bioinformatics,Genomic Database,Bioinformatics Engineer,Strong,Average,Weak
1120,Student_1120,Male,22,3.2,Computer Science,Computer Graphics,3D Rendering,Graphics Programmer,Weak,Strong,Average
1121,Student_1121,Male,26,3.0,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Average,Strong,Average
1122,Student_1122,Male,22,3.9,Computer Science,Software Development,Enterprise App,Database Administrator,Weak,Strong,Weak
1123,Student_1123,Male,22,3.4,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Weak,Average,Strong
1124,Student_1124,Male,23,3.1,Computer Science,Computer Vision,Object Tracking,Machine Learning Engineer,Strong,Weak,Average
1125,Student_1125,Female,21,3.0,Computer Science,Data Mining,Web Scraping,Data Analyst,Average,Average,Average
1126,Student_1126,Male,21,3.7,Computer Science,Data Mining,Web Scraping,Data Analyst,Average,Average,Weak
1127,Student_1127,Female,20,3.1,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Average,Average,Average
1128,Student_1128,Male,24,3.0,Computer Science,Software Engineering,Agile Project,DevOps Engineer,Strong,Average,Weak
1129,Student_1129,Male,25,3.2,Computer Science,Data Mining,Anomaly Detection,Data Analyst,Average,Average,Strong
1130,Student_1130,Female,24,3.0,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Average,Strong,Weak
1131,Student_1131,Female,22,3.6,Computer Science,Human-Computer Interaction,Accessibility Tool,Frontend Developer,Strong,Strong,Average
1132,Student_1132,Male,25,3.6,Computer Science,Cloud Computing,Kubernetes Cluster,DevOps Engineer,Weak,Average,Strong
1133,Student_1133,Female,23,3.9,Computer Science,Game Development,Physics Engine,Game Developer,Weak,Strong,Weak
1134,Student_1134,Male,20,3.5,Computer Science,Computer Graphics,Shader Development,Computer Vision Engineer,Strong,Strong,Average
1135,Student_1135,Female,19,3.1,Computer Science,Blockchain Technology,NFT Marketplace,Blockchain Developer,Weak,Average,Strong
1136,Student_1136,Female,23,3.7,Computer Science,Machine Learning,Fraud Detection,Data Analyst,Weak,Weak,Weak
1137,Student_1137,Male,20,3.6,Computer Science,Computer Vision,Object Tracking,AI Researcher,Weak,Average,Weak
1138,Student_1138,Male,23,2.9,Computer Science,Natural Language Processing,Sentiment Analysis NLP,AI Researcher,Weak,Weak,Weak
1139,Student_1139,Female,20,3.8,Computer Science,Computer Vision,Autonomous Vehicle Vision,Computer Vision Engineer,Strong,Strong,Weak
1140,Student_1140,Female,20,2.8,Computer Science,Game Development,2D Platformer,Game Developer,Average,Weak,Average
1141,Student_1141,Male,22,3.5,Computer Science,Artificial Intelligence,Chatbot Development,Machine Learning Engineer,Average,Weak,Strong
1142,Student_1142,Female,26,4.0,Computer Science,Human-Computer Interaction,UI Prototype,Frontend Developer,Average,Strong,Strong
1143,Student_1143,Female,22,3.6,Computer Science,Software Engineering,Design Patterns,Software Engineer,Average,Average,Average
1144,Student_1144,Male,19,4.0,Computer Science,Network Security,Security Protocol,Security Analyst,Average,Strong,Weak
1145,Student_1145,Female,22,3.5,Computer Science,Natural Language Processing,Named Entity Recognition,Machine Learning Engineer,Strong,Weak,Weak
1146,Student_1146,Male,19,3.8,Computer Science,Network Security,Security Protocol,Penetration Tester,Strong,Strong,Strong
1147,Student_1147,Female,22,4.0,Computer Science,Software Engineering,DevOps Pipeline,DevOps Engineer,Strong,Average,Weak
1148,Student_1148,Female,20,3.8,Computer Science,Bioinformatics,Genomic Database,Healthcare IT Specialist,Average,Strong,Strong
1149,Student_1149,Male,21,3.0,Computer Science,Game Development,Multiplayer Game,Game Developer,Strong,Weak,Strong
1150,Student_1150,Female,20,4.0,Computer Science,Data Mining,Web Scraping,Data Engineer,Average,Strong,Strong
1151,Student_1151,Male,20,3.0,Computer Science,Data Mining,Data Clustering,Data Analyst,Weak,Weak,Weak
1152,Student_1152,Female,26,3.7,Computer Science,Computer Vision,Face Recognition,AI Researcher,Weak,Average,Average
1153,Student_1153,Female,22,3.4,Computer Science,Web Development,Portfolio Website,Full Stack Developer,Strong,Strong,Strong
1154,Student_1154,Female,25,3.3,Computer Science,Blockchain Technology,Supply Chain Blockchain,Blockchain Developer,Weak,Strong,Average
1155,Student_1155,Male,20,2.9,Computer Science,Cloud Computing,GCP Architecture,Cloud Engineer,Average,Weak,Average
1156,Student_1156,Female,19,3.5,Computer Science,Blockchain Technology,NFT Marketplace,Blockchain Developer,Weak,Average,Average
1157,Student_1157,Female,21,3.8,Computer Science,IoT (Internet of Things),Wearable Device,IoT Developer,Average,Weak,Average
1158,Student_1158,Male,24,3.8,Computer Science,Bioinformatics,Drug Discovery,Healthcare IT Specialist,Weak,Strong,Strong
1159,Student_1159,Female,22,4.0,Computer Science,Computer Graphics,Shader Development,Computer Vision Engineer,Strong,Weak,Average
1160,Student_1160,Male,22,4.0,Computer Science,Data Mining,Association Rule Mining,Data Scientist,Strong,Average,Weak
1161,Student_1161,Male,19,3.2,Computer Science,Data Science,Statistical Analysis,Data Analyst,Average,Strong,Average
1162,Student_1162,Female,25,3.4,Computer Science,IoT (Internet of Things),Wearable Device,IoT Developer,Average,Average,Strong
1163,Student_1163,Female,20,3.6,Computer Science,Software Development,ERP System,Machine Learning Engineer,Strong,Average,Average
